chapter,subtopic,front,back
Capítulo 6,Macrófagos,¿Qué función inmunitaria especial tienen los macrófagos además de fagocitar?,Presentan antígenos.
Capítulo 6,Macrófagos,¿Qué moléculas permiten al macrófago presentar antígenos?,MHC II.
Capítulo 6,Macrófagos,¿A qué linfocitos presentan antígenos los macrófagos mediante MHC II?,Linfocitos T CD4+.
Capítulo 6,Macrófagos,¿Cómo se llaman las células que presentan antígeno a linfocitos T?,Células presentadoras de antígeno.
Capítulo 6,Macrófagos,¿Qué sucede si un linfocito T CD4+ reconoce el antígeno presentado por un macrófago?,Se activa una respuesta inmunitaria.
Capítulo 6,Macrófagos,¿Qué células llegan primero al sitio de lesión: neutrófilos o macrófagos?,Neutrófilos.
Capítulo 6,Macrófagos,¿Qué células llegan después de los neutrófilos al sitio de lesión?,Macrófagos.
Capítulo 6,Macrófagos,¿Qué eliminan los macrófagos después de la acción de neutrófilos?,"Microorganismos sobrevivientes, secreciones y detritos celulares."
Capítulo 6,Macrófagos,¿Qué secreta el macrófago durante inflamación?,"Citocinas, enzimas y mediadores inflamatorios."
Capítulo 6,Macrófagos,¿Qué enzimas secretadas por macrófagos degradan GAG?,GAGasas.
Capítulo 6,Macrófagos,¿Qué enzimas secretadas por macrófagos ayudan a degradar matriz?,Proteasas neutras.
Capítulo 6,Macrófagos,¿Por qué las proteasas y GAGasas ayudan a los macrófagos a moverse?,Porque degradan componentes de la MEC.
Capítulo 6,Macrófagos,¿Qué sistema incluye monocitos y macrófagos tisulares?,Sistema fagocítico mononuclear.
Capítulo 6,Sistema fagocítico mononuclear,¿Qué células forman la base del sistema fagocítico mononuclear?,Monocitos y macrófagos.
Capítulo 6,Sistema fagocítico mononuclear,¿Qué macrófagos se encuentran en hígado?,Células de Kupffer.
Capítulo 6,Sistema fagocítico mononuclear,¿Qué macrófagos se encuentran en sistema nervioso central?,Microglía.
Capítulo 6,Sistema fagocítico mononuclear,¿Qué macrófagos se encuentran en hueso?,Osteoclastos.
Capítulo 6,Sistema fagocítico mononuclear,¿Qué macrófagos se encuentran en alvéolos pulmonares?,Macrófagos alveolares.
Capítulo 6,Sistema fagocítico mononuclear,¿Qué macrófagos se encuentran en epidermis?,Células de Langerhans.
Capítulo 6,Sistema fagocítico mononuclear,¿Qué macrófagos se encuentran en tejido conjuntivo?,Histiocitos.
Capítulo 6,Sistema fagocítico mononuclear,¿Qué función común tienen las células del sistema fagocítico mononuclear?,Fagocitosis y defensa inmunitaria.
Capítulo 6,Mastocitos,¿Dónde se originan los mastocitos?,En la médula ósea.
Capítulo 6,Mastocitos,¿Dónde se diferencian los mastocitos?,En el tejido conjuntivo.
Capítulo 6,Mastocitos,¿Qué característica citoplasmática tienen los mastocitos?,Gránulos basófilos abundantes.
Capítulo 6,Mastocitos,¿Qué almacenan los gránulos del mastocito?,Mediadores de la inflamación.
Capítulo 6,Mastocitos,¿Qué célula conjuntiva participa de forma importante en reacciones alérgicas?,Mastocito.
Capítulo 6,Mastocitos,¿Qué mediador preformado del mastocito aumenta permeabilidad vascular?,Histamina.
Capítulo 6,Mastocitos,¿Qué mediador preformado del mastocito es anticoagulante?,Heparina.
Capítulo 6,Mastocitos,¿Qué proteasas se encuentran en gránulos de mastocitos?,Triptasa y quimasa.
Capítulo 6,Mastocitos,¿Qué proteasa mastocítica sirve como marcador de activación mastocítica?,Triptasa.
Capítulo 6,Mastocitos,¿Qué proteasa mastocítica participa en generación de angiotensina II en lesión vascular?,Quimasa.
Capítulo 6,Mastocitos,¿Qué mediador mastocítico atrae eosinófilos?,Factor quimiotáctico para eosinófilos.
Capítulo 6,Mastocitos,¿Qué sigla corresponde al factor quimiotáctico para eosinófilos?,ECF.
Capítulo 6,Mastocitos,¿Qué mediador mastocítico atrae neutrófilos?,Factor quimiotáctico para neutrófilos.
Capítulo 6,Mastocitos,¿Qué sigla corresponde al factor quimiotáctico para neutrófilos?,NCF.
Capítulo 6,Mastocitos,¿Qué mediadores neosintetizados producen mastocitos activados?,"Leucotrienos, interleucinas, citocinas y prostaglandina D2."
Capítulo 6,Mastocitos,¿Qué leucotrieno liberado por mastocitos causa broncoespasmo prolongado?,Leucotrieno C4.
Capítulo 6,Mastocitos,¿Qué mediadores mastocíticos producen broncoconstricción más lenta y prolongada que histamina?,Leucotrienos.
Capítulo 6,Mastocitos,¿Qué fármacos pueden bloquear el broncoespasmo por leucotrienos?,Antagonistas del receptor de leucotrieno.
Capítulo 6,Mastocitos,¿Por qué los antihistamínicos no bloquean bien el broncoespasmo por leucotrienos?,Porque los leucotrienos actúan por receptores distintos.
Capítulo 6,Mastocitos,¿Qué citocina mastocítica aumenta moléculas de adhesión en endotelio?,TNF-α.
Capítulo 6,Mastocitos,¿Qué prostaglandina puede liberarse durante activación mastocítica?,PGD2.
Capítulo 6,Mastocitos,¿Qué inmunoglobulina se une a receptores Fc de mastocitos?,IgE.
Capítulo 6,Mastocitos,¿Qué ocurre cuando un antígeno entrecruza IgE en mastocitos?,Degranulación.
Capítulo 6,Mastocitos,¿Qué reacción inmediata produce la degranulación de mastocitos?,Reacción alérgica.
Capítulo 6,Mastocitos,¿Qué mediador mastocítico causa vasodilatación y edema?,Histamina.
Capítulo 6,Mastocitos,¿Qué células contrarrestan efectos de histamina y leucotrienos?,Eosinófilos.
Capítulo 6,Basófilos,¿Dónde se originan y maduran los basófilos?,En la médula ósea.
Capítulo 6,Basófilos,¿Los basófilos son células residentes del tejido conjuntivo?,"No, son células sanguíneas transitorias."
Capítulo 6,Basófilos,¿Qué característica comparten basófilos y mastocitos?,Gránulos basófilos con mediadores inflamatorios.
Capítulo 6,Basófilos,¿Qué inmunoglobulina participa en activación de basófilos?,IgE.
Capítulo 6,Basófilos,¿Qué reacción inmunitaria involucra basófilos y mastocitos?,Reacciones alérgicas.
Capítulo 6,Basófilos,¿Qué proteasa mastocítica no se encuentra en basófilos humanos?,Triptasa.
Capítulo 6,Basófilos,¿Qué diferencia básica hay entre mastocito y basófilo?,El mastocito reside en tejido conjuntivo; el basófilo circula en sangre.
Capítulo 6,Adipocitos,¿Qué son los adipocitos?,Células conjuntivas especializadas en almacenar lípidos neutros.
Capítulo 6,Adipocitos,¿Qué lípidos almacenan principalmente los adipocitos?,Triglicéridos.
Capítulo 6,Adipocitos,¿Qué tejido forman los adipocitos cuando son el tipo celular predominante?,Tejido adiposo.
Capítulo 6,Adipocitos,¿Qué función energética tienen los adipocitos?,Almacenar energía en forma de lípidos.
Capítulo 6,Adipocitos,¿Qué función endocrina tienen los adipocitos?,Producen hormonas y adipocinas.
Capítulo 6,Adipocitos,¿Qué hormona producida por adipocitos participa en regulación del apetito?,Leptina.
Capítulo 6,Adipocitos,¿Qué tipo de adipocito contiene una gran gota lipídica?,Adipocito unilocular.
Capítulo 6,Adipocitos,¿Qué tipo de adipocito contiene varias gotitas lipídicas?,Adipocito multilocular.
Capítulo 6,Adipocitos,¿Qué tejido adiposo está formado principalmente por adipocitos uniloculares?,Tejido adiposo blanco.
Capítulo 6,Adipocitos,¿Qué tejido adiposo está formado principalmente por adipocitos multiloculares?,Tejido adiposo pardo.
Capítulo 6,Adipocitos,¿Qué forma adopta el núcleo del adipocito blanco?,Aplanado y periférico.
Capítulo 6,Adipocitos,¿Por qué el adipocito blanco parece vacío en H&E?,Porque la gota lipídica se extrae durante la preparación.
Capítulo 6,Adipocitos,¿Qué función térmica tiene el tejido adiposo blanco?,Aislamiento térmico.
Capítulo 6,Adipocitos,¿Qué función mecánica tiene el tejido adiposo blanco?,Amortiguación.
Capítulo 6,Células madre adultas,¿Dónde residen las células madre adultas?,En nichos específicos de tejidos y órganos.
Capítulo 6,Células madre adultas,¿Por qué las células madre adultas son difíciles de reconocer en H&E?,Porque se parecen a otras células conjuntivas.
Capítulo 6,Células madre adultas,¿Qué células madre adultas se encuentran en tejido conjuntivo laxo?,Células madre mesenquimatosas.
Capítulo 6,Células madre adultas,¿Qué pueden originar las células madre mesenquimatosas?,"Fibroblastos, adipocitos, condrocitos, osteoblastos y células musculares."
Capítulo 6,Células madre adultas,¿Qué función tienen células madre mesenquimatosas en heridas?,Formar nuevas células conjuntivas y vasos.
Capítulo 6,Células madre adultas,¿Qué reservorio importante de células madre adultas contiene la médula ósea?,"HSC, MAPC y células estromales de médula ósea."
Capítulo 6,Células madre adultas,¿Qué significa HSC?,Célula madre hematopoyética.
Capítulo 6,Células madre adultas,¿Qué significa MAPC?,Célula progenitora adulta multipotente.
Capítulo 6,Células madre adultas,¿Qué significa BMSC?,Célula del estroma de médula ósea.
Capítulo 6,Pericitos,¿Qué son los pericitos?,Células perivasculares asociadas a capilares y vénulas.
Capítulo 6,Pericitos,¿Qué otro nombre reciben los pericitos?,Células adventicias o perivasculares.
Capítulo 6,Pericitos,¿Dónde se localizan los pericitos?,Alrededor de capilares y vénulas.
Capítulo 6,Pericitos,¿Qué lámina rodea a los pericitos junto al endotelio?,Lámina basal continua con la endotelial.
Capítulo 6,Pericitos,¿Por qué los pericitos no están completamente en el compartimento conjuntivo?,Porque están rodeados por lámina basal vascular.
Capítulo 6,Pericitos,¿Qué tipo de célula madre pueden representar los pericitos?,Células madre mesenquimatosas.
Capítulo 6,Pericitos,¿Qué células pueden originar los pericitos?,"Osteoblastos, adipocitos, condrocitos y fibroblastos."
Capítulo 6,Pericitos,¿En qué células pueden diferenciarse los pericitos durante desarrollo vascular?,Células musculares lisas vasculares.
Capítulo 6,Pericitos,¿Qué función tienen los pericitos durante neovascularización?,Aportar células para nuevos vasos.
Capítulo 6,Pericitos,¿Qué forma nuclear tienen los pericitos?,Aplanada y curvada alrededor del vaso.
Capítulo 6,Pericitos,¿Qué células dan origen a fibroblastos y vasos en heridas en cicatrización?,Células madre mesenquimales asociadas a vénulas.
Capítulo 6,Linfocitos,¿Qué función general tienen los linfocitos en tejido conjuntivo?,Participan en respuestas inmunitarias.
Capítulo 6,Linfocitos,¿Qué tamaño tienen los linfocitos entre las células libres del tejido conjuntivo?,Son las más pequeñas.
Capítulo 6,Linfocitos,¿Qué aspecto nuclear tiene un linfocito?,Núcleo heterocromático de tinción intensa.
Capítulo 6,Linfocitos,¿Qué aspecto citoplasmático tiene un linfocito en H&E?,Un delgado reborde de citoplasma.
Capítulo 6,Linfocitos,¿Dónde aumentan mucho los linfocitos en tejido conjuntivo?,En sitios de inflamación.
Capítulo 6,Linfocitos,¿Dónde son abundantes los linfocitos por inmunovigilancia?,Lámina propia del tubo digestivo y vías respiratorias.
Capítulo 6,Linfocitos,¿Qué función tienen linfocitos en mucosas?,Inmunovigilancia contra patógenos y sustancias extrañas.
Capítulo 6,Células plasmáticas,¿De qué células derivan las células plasmáticas?,Linfocitos B activados.
Capítulo 6,Células plasmáticas,¿Qué producen las células plasmáticas?,Anticuerpos.
Capítulo 6,Células plasmáticas,¿Qué otro nombre reciben los anticuerpos?,Inmunoglobulinas.
Capítulo 6,Células plasmáticas,¿Qué organelo abunda en células plasmáticas?,Retículo endoplasmático rugoso.
Capítulo 6,Células plasmáticas,¿Por qué las células plasmáticas tienen citoplasma basófilo?,Por abundante RER para síntesis de anticuerpos.
Capítulo 6,Células plasmáticas,¿Qué zona clara perinuclear suele verse en células plasmáticas?,El aparato de Golgi.
Capítulo 6,Células plasmáticas,¿Qué forma nuclear típica tiene una célula plasmática?,Núcleo excéntrico.
Capítulo 6,Células plasmáticas,¿Qué patrón de cromatina puede tener el núcleo de la célula plasmática?,Patrón en rueda de carro.
Capítulo 6,Células plasmáticas,¿Dónde son abundantes las células plasmáticas?,Lámina propia de mucosas.
Capítulo 6,Células plasmáticas,¿Qué tipo de defensa aportan las células plasmáticas?,Inmunidad humoral.
Capítulo 6,Neutrófilos,¿Qué célula errante llega primero a sitios de lesión o infección?,Neutrófilo.
Capítulo 6,Neutrófilos,¿Qué función principal tienen los neutrófilos en tejido conjuntivo inflamado?,Fagocitar y destruir bacterias.
Capítulo 6,Neutrófilos,¿Qué forma nuclear tiene un neutrófilo maduro?,Núcleo segmentado.
Capítulo 6,Eosinófilos,¿Qué células son atraídas por el factor quimiotáctico para eosinófilos?,Eosinófilos.
Capítulo 6,Eosinófilos,¿Qué función pueden tener los eosinófilos frente a mediadores mastocíticos?,Contrarrestar histamina y leucotrienos.
Capítulo 6,Eosinófilos,¿En qué respuestas suelen aumentar los eosinófilos?,Alergias e infecciones parasitarias.
Capítulo 6,Monocitos,¿Qué célula sanguínea entra al tejido conjuntivo para convertirse en macrófago?,Monocito.
Capítulo 6,Monocitos,¿Qué célula del tejido conjuntivo deriva directamente del monocito?,Macrófago.
Capítulo 6,Inflamación,¿Qué es la inflamación en el tejido conjuntivo?,"Respuesta local frente a lesión, infección o sustancias extrañas."
Capítulo 6,Inflamación,¿Qué tejido conjuntivo participa más activamente en la inflamación?,Tejido conjuntivo laxo.
Capítulo 6,Inflamación,¿Por qué el tejido conjuntivo laxo es clave en inflamación?,Porque contiene vasos pequeños y células inmunitarias.
Capítulo 6,Inflamación,¿Qué células llegan temprano al tejido conjuntivo durante inflamación aguda?,Neutrófilos.
Capítulo 6,Inflamación,¿Qué células llegan después de neutrófilos en inflamación?,Macrófagos.
Capítulo 6,Inflamación,¿Qué célula conjuntiva libera histamina en reacciones inflamatorias?,Mastocito.
Capítulo 6,Inflamación,¿Qué efecto vascular produce la histamina liberada por mastocitos?,Aumenta la permeabilidad vascular.
Capítulo 6,Inflamación,¿Qué consecuencia tisular tiene el aumento de permeabilidad vascular?,Edema.
Capítulo 6,Inflamación,¿Qué célula fagocita bacterias en inflamación aguda?,Neutrófilo.
Capítulo 6,Inflamación,¿Qué célula fagocita detritos celulares durante inflamación?,Macrófago.
Capítulo 6,Inflamación,¿Qué célula presenta antígenos durante inflamación?,Macrófago.
Capítulo 6,Inflamación,¿Qué célula produce anticuerpos en inflamación crónica?,Célula plasmática.
Capítulo 6,Inflamación,¿Qué célula se asocia con alergias y parásitos?,Eosinófilo.
Capítulo 6,Inflamación,¿Qué célula sanguínea puede entrar al tejido y diferenciarse en macrófago?,Monocito.
Capítulo 6,Inflamación,¿Qué célula conjuntiva participa en reacciones alérgicas mediadas por IgE?,Mastocito.
Capítulo 6,Inflamación,¿Qué inmunoglobulina activa mastocitos en alergia inmediata?,IgE.
Capítulo 6,Inflamación,¿Qué ocurre cuando el antígeno entrecruza IgE en mastocitos?,Degranulación mastocítica.
Capítulo 6,Inflamación,¿Qué mediadores preformados liberan los mastocitos al degranular?,"Histamina, heparina y proteasas."
Capítulo 6,Inflamación,¿Qué mediadores recién sintetizados liberan mastocitos activados?,"Leucotrienos, prostaglandinas y citocinas."
Capítulo 6,Inflamación,¿Qué mediadores mastocíticos producen broncoconstricción prolongada?,Leucotrienos.
Capítulo 6,Inflamación,¿Qué citocina mastocítica favorece adhesión de leucocitos al endotelio?,TNF-α.
Capítulo 6,Inflamación,¿Qué célula puede limitar efectos de histamina en reacciones alérgicas?,Eosinófilo.
Capítulo 6,Inflamación,¿Qué célula migra al tejido conjuntivo en respuesta a ECF?,Eosinófilo.
Capítulo 6,Inflamación,¿Qué significa ECF en inflamación?,Factor quimiotáctico para eosinófilos.
Capítulo 6,Inflamación,¿Qué significa NCF en inflamación?,Factor quimiotáctico para neutrófilos.
Capítulo 6,Inflamación,¿Qué célula libera ECF y NCF?,Mastocito.
Capítulo 6,Inflamación,¿Qué células predominan en inflamación crónica?,"Linfocitos, células plasmáticas y macrófagos."
Capítulo 6,Inflamación,¿Qué célula conecta inflamación con respuesta inmunitaria adaptativa?,Macrófago.
Capítulo 6,Inflamación,¿Qué molécula presenta antígenos a linfocitos T CD4+?,MHC II.
Capítulo 6,Inflamación,¿Qué célula responde a antígenos presentados por MHC II?,Linfocito T CD4+.
Capítulo 6,Inflamación,¿Qué célula se diferencia en célula plasmática?,Linfocito B.
Capítulo 6,Inflamación,¿Qué producto secretan las células plasmáticas?,Anticuerpos.
Capítulo 6,Inflamación,¿Qué nombre reciben también los anticuerpos?,Inmunoglobulinas.
Capítulo 6,Inflamación,¿Qué célula tiene núcleo excéntrico y cromatina en “rueda de carro”?,Célula plasmática.
Capítulo 6,Inflamación,¿Qué célula tiene núcleo segmentado y fagocita bacterias?,Neutrófilo.
Capítulo 6,Inflamación,¿Qué célula tiene gránulos basófilos y participa en alergia?,Mastocito.
Capítulo 6,Inflamación,¿Qué célula deriva del monocito y fagocita detritos?,Macrófago.
Capítulo 6,Inflamación,¿Qué célula pequeña con núcleo denso participa en inmunidad adaptativa?,Linfocito.
Capítulo 6,Reparación del tejido conjuntivo,¿Qué proceso restaura tejido después de una lesión?,Reparación tisular.
Capítulo 6,Reparación del tejido conjuntivo,¿Qué célula produce nueva matriz extracelular en reparación?,Fibroblasto.
Capítulo 6,Reparación del tejido conjuntivo,¿Qué célula contrae la herida durante reparación?,Miofibroblasto.
Capítulo 6,Reparación del tejido conjuntivo,¿Qué célula elimina detritos celulares durante reparación?,Macrófago.
Capítulo 6,Reparación del tejido conjuntivo,¿Qué célula promueve angiogénesis y remodelado mediante factores de crecimiento?,Macrófago.
Capítulo 6,Reparación del tejido conjuntivo,¿Qué célula endotelial participa en formación de nuevos vasos?,Célula endotelial.
Capítulo 6,Reparación del tejido conjuntivo,¿Qué tipo de tejido conjuntivo se forma primero en una herida?,Tejido de granulación.
Capítulo 6,Reparación del tejido conjuntivo,¿Qué caracteriza al tejido de granulación?,"Nuevos vasos, fibroblastos y matriz extracelular laxa."
Capítulo 6,Reparación del tejido conjuntivo,¿Qué tipo de colágeno aparece temprano en reparación de heridas?,Colágeno tipo III.
Capítulo 6,Reparación del tejido conjuntivo,¿Qué tipo de colágeno aumenta durante maduración de la cicatriz?,Colágeno tipo I.
Capítulo 6,Reparación del tejido conjuntivo,¿Qué reemplaza al colágeno tipo III durante maduración de la cicatriz?,Colágeno tipo I.
Capítulo 6,Reparación del tejido conjuntivo,¿Qué proceso reorganiza la matriz extracelular de una cicatriz?,Remodelado.
Capítulo 6,Reparación del tejido conjuntivo,¿Qué enzimas degradan matriz durante remodelado?,Metaloproteinasas de matriz.
Capítulo 6,Reparación del tejido conjuntivo,¿Qué sigla corresponde a metaloproteinasas de matriz?,MMP.
Capítulo 6,Reparación del tejido conjuntivo,¿Qué células pueden secretar MMP durante reparación?,"Fibroblastos, macrófagos y otras células."
Capítulo 6,Reparación del tejido conjuntivo,¿Qué equilibrio determina la remodelación normal?,Síntesis y degradación de MEC.
Capítulo 6,Reparación del tejido conjuntivo,¿Qué pasa si la síntesis de MEC supera su degradación?,Fibrosis.
Capítulo 6,Reparación del tejido conjuntivo,¿Qué pasa si la degradación de MEC supera su síntesis?,Debilidad tisular.
Capítulo 6,Reparación del tejido conjuntivo,¿Qué factor de crecimiento estimula formación de miofibroblastos?,TGF-β1.
Capítulo 6,Reparación del tejido conjuntivo,¿Qué factor promueve depósito de matriz extracelular y fibrosis?,TGF-β.
Capítulo 6,Reparación del tejido conjuntivo,¿Qué célula desaparece por apoptosis al terminar la contracción normal de la herida?,Miofibroblasto.
Capítulo 6,Reparación del tejido conjuntivo,¿Qué estructura une actina del miofibroblasto con la MEC?,Fibronexo.
Capítulo 6,Reparación del tejido conjuntivo,¿Qué función tiene el fibronexo en reparación?,Transmitir fuerza contráctil a la matriz.
Capítulo 6,Reparación del tejido conjuntivo,¿Qué proteína de MEC facilita migración celular en heridas?,Fibronectina.
Capítulo 6,Reparación del tejido conjuntivo,¿Qué células migran sobre fibronectina durante reparación?,Fibroblastos y células endoteliales.
Capítulo 6,Reparación del tejido conjuntivo,¿Qué componente de la MEC guía migración celular?,Glucoproteínas multiadhesivas.
Capítulo 6,Reparación del tejido conjuntivo,¿Qué célula madre puede aportar fibroblastos durante reparación?,Célula madre mesenquimatosa.
Capítulo 6,Reparación del tejido conjuntivo,¿Qué célula perivascular puede contribuir a reparación y neovascularización?,Pericito.
Capítulo 6,Cicatrización,¿Qué es una cicatriz?,Tejido conjuntivo denso que reemplaza tejido lesionado.
Capítulo 6,Cicatrización,¿Qué célula sintetiza colágeno en una cicatriz?,Fibroblasto.
Capítulo 6,Cicatrización,¿Qué colágeno predomina en cicatrices maduras?,Colágeno tipo I.
Capítulo 6,Cicatrización,¿Qué célula contrae la cicatriz en formación?,Miofibroblasto.
Capítulo 6,Cicatrización,¿Qué proceso aumenta la resistencia mecánica de una cicatriz?,Remodelado y reorganización del colágeno.
Capítulo 6,Cicatrización,¿Por qué una cicatriz no recupera completamente la fuerza original?,Porque el tejido nuevo no reproduce toda la arquitectura original.
Capítulo 6,Cicatrización,¿Qué célula regula el paso de inflamación a reparación?,Macrófago.
Capítulo 6,Cicatrización,¿Qué tejido aparece primero antes de cicatriz madura?,Tejido de granulación.
Capítulo 6,Cicatrización,¿Qué caracteriza histológicamente al tejido de granulación?,Capilares nuevos y fibroblastos activos.
Capítulo 6,Cicatrización,¿Qué proceso reduce el tamaño de una herida?,Contracción de la herida.
Capítulo 6,Cicatrización,¿Qué célula causa contracción de la herida?,Miofibroblasto.
Capítulo 6,Cicatrización,¿Qué sucede con la vascularización al madurar la cicatriz?,Disminuye.
Capítulo 6,Cicatrización,¿Qué sucede con la celularidad al madurar la cicatriz?,Disminuye.
Capítulo 6,Cicatrización,¿Qué sucede con el colágeno al madurar la cicatriz?,Se organiza y aumenta la proporción de tipo I.
Capítulo 6,Fibrosis,¿Qué es fibrosis?,"Depósito excesivo de matriz extracelular, especialmente colágeno."
Capítulo 6,Fibrosis,¿Qué célula es clave en fibrosis?,Miofibroblasto persistente.
Capítulo 6,Fibrosis,¿Qué factor favorece fibrosis al estimular fibroblastos y miofibroblastos?,TGF-β.
Capítulo 6,Fibrosis,¿Qué consecuencia funcional puede tener la fibrosis?,Rigidez y pérdida de función tisular.
Capítulo 6,Fibrosis,¿Qué tejido reemplaza parénquima funcional en fibrosis?,Tejido conjuntivo colagenoso.
Capítulo 6,Fibrosis,¿Qué diferencia hay entre reparación normal y fibrosis?,La fibrosis tiene depósito excesivo y persistente de MEC.
Capítulo 6,Fibrosis,¿Qué componente de la MEC aumenta principalmente en fibrosis?,Colágeno.
Capítulo 6,Fibrosis,¿Qué enzimas podrían limitar fibrosis si degradan matriz?,MMP.
Capítulo 6,Fibrosis,¿Qué causa fibrosis si las MMP no compensan el depósito de colágeno?,Acumulación progresiva de MEC.
Capítulo 6,Fotoenvejecimiento,¿Qué causa principal produce fotoenvejecimiento cutáneo?,Exposición crónica a radiación ultravioleta.
Capítulo 6,Fotoenvejecimiento,¿Qué tejido conjuntivo se afecta en la piel fotoenvejecida?,Dermis.
Capítulo 6,Fotoenvejecimiento,¿Qué fibras dérmicas se alteran por exposición solar crónica?,Fibras elásticas y colágenas.
Capítulo 6,Fotoenvejecimiento,¿Qué cambio de fibras elásticas caracteriza al fotoenvejecimiento?,Elastosis solar.
Capítulo 6,Fotoenvejecimiento,¿Qué es la elastosis solar?,Acumulación anormal de material elástico en dermis.
Capítulo 6,Fotoenvejecimiento,¿Qué enzimas aumentan por daño UV y degradan matriz?,Metaloproteinasas de matriz.
Capítulo 6,Fotoenvejecimiento,¿Qué componente dérmico degradan las MMP inducidas por UV?,Colágeno.
Capítulo 6,Fotoenvejecimiento,¿Qué consecuencia visible produce pérdida de colágeno dérmico?,Arrugas.
Capítulo 6,Fotoenvejecimiento,¿Qué célula dérmica responde al daño UV alterando síntesis de MEC?,Fibroblasto.
Capítulo 6,Fotoenvejecimiento,¿Qué radiación solar se asocia a daño dérmico crónico?,Radiación ultravioleta.
Capítulo 6,Fotoenvejecimiento,¿Qué diferencia general hay entre envejecimiento intrínseco y fotoenvejecimiento?,El fotoenvejecimiento depende de exposición UV.
Capítulo 6,Fotoenvejecimiento,¿Qué matriz se desorganiza durante fotoenvejecimiento?,Matriz extracelular dérmica.
Capítulo 6,Fotoenvejecimiento,¿Qué proteína estructural pierde organización en dermis fotoenvejecida?,Colágeno.
Capítulo 6,Fotoenvejecimiento,¿Qué proteína elástica se acumula anormalmente en elastosis solar?,Elastina.
Capítulo 6,Edema,¿Qué es edema en tejido conjuntivo?,Acumulación excesiva de líquido en el espacio extracelular.
Capítulo 6,Edema,¿Qué componente del tejido conjuntivo se expande durante edema?,Sustancia fundamental.
Capítulo 6,Edema,¿Qué célula puede iniciar edema al liberar histamina?,Mastocito.
Capítulo 6,Edema,¿Qué efecto de la histamina favorece edema?,Aumento de permeabilidad vascular.
Capítulo 6,Edema,¿Qué tejido conjuntivo permite acumular líquido con facilidad?,Tejido conjuntivo laxo.
Capítulo 6,Edema,¿Por qué el tejido conjuntivo denso se expande menos en edema?,Porque tiene menos sustancia fundamental y más fibras compactas.
Capítulo 6,Edema,¿Qué moléculas de la sustancia fundamental retienen agua?,GAG y proteoglucanos.
Capítulo 6,Edema,¿Qué propiedad de los GAG favorece retención de agua?,Carga negativa.
Capítulo 6,Integración células-MEC,¿Qué célula produce la mayor parte de la MEC del tejido conjuntivo?,Fibroblasto.
Capítulo 6,Integración células-MEC,¿Qué célula degrada MEC y detritos durante inflamación?,Macrófago.
Capítulo 6,Integración células-MEC,¿Qué célula contrae MEC durante cicatrización?,Miofibroblasto.
Capítulo 6,Integración células-MEC,¿Qué célula almacena lípidos dentro del tejido conjuntivo?,Adipocito.
Capítulo 6,Integración células-MEC,¿Qué célula inicia reacciones alérgicas en tejido conjuntivo?,Mastocito.
Capítulo 6,Integración células-MEC,¿Qué célula produce anticuerpos en tejido conjuntivo?,Célula plasmática.
Capítulo 6,Integración células-MEC,¿Qué célula fagocita bacterias temprano en inflamación?,Neutrófilo.
Capítulo 6,Integración células-MEC,¿Qué célula puede diferenciarse en macrófago al entrar al tejido?,Monocito.
Capítulo 6,Integración células-MEC,¿Qué célula perivascular puede actuar como progenitora mesenquimatosa?,Pericito.
Capítulo 6,Integración células-MEC,¿Qué célula conjuntiva tiene función de inmunovigilancia en mucosas?,Linfocito.
Capítulo 6,Integración fibras-MEC,¿Qué fibra resiste tensión?,Colágena.
Capítulo 6,Integración fibras-MEC,¿Qué fibra forma redes de sostén fino?,Reticular.
Capítulo 6,Integración fibras-MEC,¿Qué fibra permite recuperación tras estiramiento?,Elástica.
Capítulo 6,Integración fibras-MEC,¿Qué componente de la MEC resiste compresión?,Sustancia fundamental hidratada.
Capítulo 6,Integración fibras-MEC,¿Qué moléculas de la MEC retienen agua?,GAG y proteoglucanos.
Capítulo 6,Integración fibras-MEC,¿Qué moléculas conectan células con fibras y sustancia fundamental?,Glucoproteínas multiadhesivas.
Capítulo 6,Integración fibras-MEC,¿Qué glucoproteína multiadhesiva conecta integrinas con colágeno y proteoglucanos?,Fibronectina.
Capítulo 6,Integración fibras-MEC,¿Qué glucoproteína organiza la lámina basal?,Laminina.
Capítulo 6,Integración fibras-MEC,¿Qué molécula de MEC tiene secuencia RGD reconocida por integrinas?,Fibronectina.
Capítulo 6,Integración fibras-MEC,¿Qué componente de la MEC ofrece una vía para migración celular?,Fibronectina.
Capítulo 6,Identificación histológica,¿Qué tejido conjuntivo tiene muchas células y pocas fibras?,Tejido conjuntivo laxo.
Capítulo 6,Identificación histológica,¿Qué tejido conjuntivo tiene muchas fibras colágenas en direcciones múltiples?,Tejido conjuntivo denso irregular.
Capítulo 6,Identificación histológica,¿Qué tejido conjuntivo tiene fibras colágenas paralelas?,Tejido conjuntivo denso regular.
Capítulo 6,Identificación histológica,¿Qué tejido conjuntivo forma tendones?,Denso regular.
Capítulo 6,Identificación histológica,¿Qué tejido conjuntivo forma dermis reticular?,Denso irregular.
Capítulo 6,Identificación histológica,¿Qué tejido conjuntivo forma lámina propia?,Laxo.
Capítulo 6,Identificación histológica,¿Qué célula conjuntiva tiene núcleo oval claro y RER abundante?,Fibroblasto activo.
