chapter,subtopic,front,back
Capítulo 11,Músculo cardíaco,¿Qué diferencia celular clave hay entre fibra esquelética y fibra cardíaca?,La fibra esquelética es una célula multinucleada; la cardíaca está formada por muchas células unidas.
Capítulo 11,Músculo cardíaco,¿Qué característica tienen las fibras musculares cardíacas?,Son ramificadas.
Capítulo 11,Músculo cardíaco,¿Qué rodea a las fibras musculares cardíacas?,Una capa delgada de endomisio.
Capítulo 11,Músculo cardíaco,¿Qué contiene el endomisio del músculo cardíaco?,Abundantes capilares.
Capítulo 11,Músculo cardíaco,¿Por qué el músculo cardíaco necesita muchos capilares?,Porque tiene alta demanda metabólica continua.
Capítulo 11,Músculo cardíaco,¿Qué organelo es abundante en cardiomiocitos?,Mitocondrias.
Capítulo 11,Músculo cardíaco,¿Dónde se concentran muchos organelos en el cardiomiocito?,Alrededor del núcleo.
Capítulo 11,Músculo cardíaco,¿Qué zona clara puede verse alrededor del núcleo del cardiomiocito?,Región yuxtanuclear.
Capítulo 11,Músculo cardíaco,¿Qué pigmento puede acumularse en la región yuxtanuclear de cardiomiocitos envejecidos?,Lipofuscina.
Capítulo 11,Músculo cardíaco,¿Qué indica la lipofuscina en cardiomiocitos?,Acumulación de pigmento de desgaste con la edad.
Capítulo 11,Discos intercalares,¿Qué son los discos intercalares?,Uniones especializadas entre cardiomiocitos contiguos.
Capítulo 11,Discos intercalares,¿Qué estructura une extremo con extremo a los cardiomiocitos?,Disco intercalar.
Capítulo 11,Discos intercalares,¿Cómo se observan los discos intercalares en cortes longitudinales?,Como bandas transversales oscuras.
Capítulo 11,Discos intercalares,¿Qué forma pueden adoptar los discos intercalares?,Lineal o escalonada.
Capítulo 11,Discos intercalares,¿Qué función general tienen los discos intercalares?,Unir mecánica y eléctricamente cardiomiocitos.
Capítulo 11,Discos intercalares,¿Qué tipos de uniones contiene un disco intercalar?,"Fascia adherente, mácula adherente y uniones comunicantes."
Capítulo 11,Discos intercalares,¿Qué unión del disco intercalar ancla filamentos de actina?,Fascia adherente.
Capítulo 11,Discos intercalares,¿Qué unión del disco intercalar equivale a la zónula adherente epitelial?,Fascia adherente.
Capítulo 11,Discos intercalares,¿Qué unión del disco intercalar da adhesión fuerte célula-célula?,Mácula adherente.
Capítulo 11,Discos intercalares,¿Qué otro nombre recibe la mácula adherente?,Desmosoma.
Capítulo 11,Discos intercalares,¿Qué unión del disco intercalar permite acoplamiento eléctrico?,Unión comunicante.
Capítulo 11,Discos intercalares,¿Qué unión del disco intercalar permite paso de iones entre cardiomiocitos?,Unión comunicante.
Capítulo 11,Discos intercalares,¿Qué unión permite que el miocardio funcione como sincitio funcional?,Uniones comunicantes.
Capítulo 11,Discos intercalares,¿Por qué el músculo cardíaco es un sincitio funcional?,Porque los cardiomiocitos están acoplados eléctricamente por uniones comunicantes.
Capítulo 11,Discos intercalares,¿El músculo cardíaco es un sincitio anatómico como el músculo esquelético?,No.
Capítulo 11,Discos intercalares,¿Qué diferencia hay entre sincitio anatómico y funcional en músculo?,El anatómico comparte citoplasma; el funcional tiene células separadas acopladas eléctricamente.
Capítulo 11,Discos intercalares,¿Qué componente del disco intercalar transmite fuerza contráctil entre células?,Fascia adherente y desmosomas.
Capítulo 11,Discos intercalares,¿Qué componente del disco intercalar sincroniza contracción?,Uniones comunicantes.
Capítulo 11,Discos intercalares,¿Qué parte del disco intercalar suele contener fascia adherente y desmosomas?,Componente transversal.
Capítulo 11,Discos intercalares,¿Qué parte del disco intercalar suele contener uniones comunicantes?,Componente lateral.
Capítulo 11,Díadas cardíacas,¿Qué estructura reemplaza a la tríada en músculo cardíaco?,Díada.
Capítulo 11,Díadas cardíacas,¿Qué es una díada cardíaca?,Un túbulo T asociado a una cisterna terminal pequeña.
Capítulo 11,Díadas cardíacas,¿Cuántas cisternas terminales tiene una díada cardíaca?,Una.
Capítulo 11,Díadas cardíacas,¿Dónde se localizan las díadas en músculo cardíaco?,A la altura de la línea Z.
Capítulo 11,Díadas cardíacas,¿Cuántos túbulos T hay por sarcómero en músculo cardíaco?,Uno.
Capítulo 11,Díadas cardíacas,¿Qué diferencia hay entre tríada esquelética y díada cardíaca?,La tríada tiene dos cisternas; la díada tiene una.
Capítulo 11,Díadas cardíacas,¿Dónde están los túbulos T en músculo esquelético?,En la unión A-I.
Capítulo 11,Díadas cardíacas,¿Dónde están los túbulos T en músculo cardíaco?,En la línea Z.
Capítulo 11,Díadas cardíacas,¿Qué estructura cardíaca tiene cisternas terminales más pequeñas que el músculo esquelético?,Retículo sarcoplasmático cardíaco.
Capítulo 11,Díadas cardíacas,¿Qué músculo tiene túbulos T más grandes y abundantes: cardíaco ventricular o esquelético?,Cardíaco ventricular.
Capítulo 11,Díadas cardíacas,¿Qué región cardíaca tiene menos túbulos T que el ventrículo?,Aurícula.
Capítulo 11,Díadas cardíacas,¿Qué tipo de músculo cardíaco tiene túbulos T más desarrollados?,Músculo cardíaco ventricular.
Capítulo 11,Contracción cardíaca,¿Qué evento inicia la contracción del cardiomiocito?,Despolarización de la membrana celular.
Capítulo 11,Contracción cardíaca,¿Qué células propagan la despolarización hacia cardiomiocitos?,Células de conducción cardíaca.
Capítulo 11,Contracción cardíaca,¿Qué ocurre cuando la despolarización alcanza el sarcolema cardíaco?,Se abren canales de Na+ regulados por voltaje.
Capítulo 11,Contracción cardíaca,¿Qué ion entra primero durante la despolarización rápida del cardiomiocito?,Na+.
Capítulo 11,Contracción cardíaca,¿Qué estructura lleva la despolarización al interior del cardiomiocito?,Túbulos T.
Capítulo 11,Contracción cardíaca,¿Qué receptor sensible a voltaje se activa en túbulos T cardíacos?,DHPR.
Capítulo 11,Contracción cardíaca,¿Qué hacen los DHPR cardíacos al activarse?,Funcionan como canales de Ca2+.
Capítulo 11,Contracción cardíaca,¿Qué ion entra desde la luz del túbulo T al sarcoplasma cardíaco?,Ca2+.
Capítulo 11,Contracción cardíaca,¿Por qué la entrada de Ca2+ desde túbulos T es esencial en músculo cardíaco?,Porque inicia liberación adicional de Ca2+ desde el retículo sarcoplasmático.
Capítulo 11,Contracción cardíaca,¿Qué receptor del retículo sarcoplasmático cardíaco libera Ca2+?,RyR2.
Capítulo 11,Contracción cardíaca,¿Qué significa RyR2?,Receptor de rianodina tipo 2.
Capítulo 11,Contracción cardíaca,¿Qué mecanismo describe la liberación de Ca2+ por RyR2 inducida por entrada de Ca2+?,Liberación de calcio inducida por calcio.
Capítulo 11,Contracción cardíaca,¿Qué diferencia clave hay entre liberación de Ca2+ en músculo esquelético y cardíaco?,En cardíaco requiere entrada de Ca2+ extracelular; en esquelético no.
Capítulo 11,Contracción cardíaca,¿Qué proteína del filamento delgado fija Ca2+ en músculo cardíaco?,Troponina C.
Capítulo 11,Contracción cardíaca,¿Qué ocurre después de que Ca2+ se une a troponina C en cardiomiocitos?,Se inicia el ciclo de puentes cruzados.
Capítulo 11,Contracción cardíaca,¿El ciclo de actomiosina cardíaco es similar al esquelético?,Sí.
Capítulo 11,Contracción cardíaca,¿Qué ion extracelular es indispensable para iniciar contracción cardíaca?,Ca2+.
Capítulo 11,Contracción cardíaca,¿Qué canal cardíaco permite entrada lenta de Ca2+ durante despolarización?,DHPR.
Capítulo 11,Contracción cardíaca,¿Qué mutación del receptor RyR2 puede asociarse con taquicardia ventricular inducida por esfuerzo?,Mutaciones del gen RyR2.
Capítulo 11,Contracción cardíaca,¿Qué arritmia se asocia con mutaciones de RyR2 según el texto?,Taquicardia ventricular polimórfica inducida por esfuerzo.
Capítulo 11,Contracción cardíaca,¿Qué estructura devuelve Ca2+ al retículo sarcoplasmático para relajación?,Bomba Ca2+-ATPasa.
Capítulo 11,Contracción cardíaca,¿Qué proceso permite la relajación del cardiomiocito?,Disminución del Ca2+ citosólico.
Capítulo 11,Sistema de conducción cardíaco,¿Qué células inician y coordinan el latido cardíaco?,Células cardíacas conductoras.
Capítulo 11,Sistema de conducción cardíaco,¿Qué son las células cardíacas conductoras?,Cardiomiocitos modificados especializados en generar y transmitir impulsos.
Capítulo 11,Sistema de conducción cardíaco,¿Qué forman las células cardíacas conductoras?,Nódulos y fibras de Purkinje.
Capítulo 11,Sistema de conducción cardíaco,¿Dónde se localizan los nódulos del sistema de conducción mencionados en el capítulo?,En la aurícula derecha.
Capítulo 11,Sistema de conducción cardíaco,¿Qué función tienen las fibras de Purkinje?,Generar y transmitir rápidamente el impulso contráctil.
Capítulo 11,Sistema de conducción cardíaco,¿Qué característica tiene la contracción de células de conducción cardíaca?,Es rítmica y espontánea.
Capítulo 11,Sistema de conducción cardíaco,¿El latido cardíaco necesita un estímulo nervioso para iniciarse?,No.
Capítulo 11,Sistema de conducción cardíaco,¿Qué regula el sistema nervioso autónomo en el corazón?,La frecuencia de contracción.
Capítulo 11,Sistema de conducción cardíaco,¿Qué hace la estimulación simpática sobre el latido cardíaco?,Lo acelera.
Capítulo 11,Sistema de conducción cardíaco,¿Qué hace la estimulación parasimpática sobre el latido cardíaco?,Lo vuelve más lento.
Capítulo 11,Sistema de conducción cardíaco,¿Los nervios simpáticos y parasimpáticos inician la contracción cardíaca?,"No, solo modifican la frecuencia."
Capítulo 11,Sistema de conducción cardíaco,¿Qué sistema modula pero no inicia el latido cardíaco?,Sistema nervioso autónomo.
Capítulo 11,Sistema de conducción cardíaco,¿Qué nodo inicia normalmente el impulso cardíaco?,Nodo sinoauricular.
Capítulo 11,Sistema de conducción cardíaco,¿Qué sigla corresponde al nodo sinoauricular?,Nodo SA.
Capítulo 11,Sistema de conducción cardíaco,¿Qué nodo recibe el impulso después de propagarse por aurículas?,Nodo auriculoventricular.
Capítulo 11,Sistema de conducción cardíaco,¿Qué sigla corresponde al nodo auriculoventricular?,Nodo AV.
Capítulo 11,Sistema de conducción cardíaco,¿Qué estructura conduce el impulso desde el nodo AV hacia ventrículos?,Haz de His.
Capítulo 11,Sistema de conducción cardíaco,¿Qué otro nombre recibe el haz de His?,Haz AV.
Capítulo 11,Sistema de conducción cardíaco,¿Qué fibras subendocárdicas distribuyen el impulso en ventrículos?,Fibras de Purkinje.
Capítulo 11,Sistema de conducción cardíaco,¿Qué elementos conducen impulsos a través del esqueleto fibroso cardíaco?,Componentes del sistema de conducción.
Capítulo 11,Fibras de Purkinje,¿Qué son las fibras de Purkinje cardíacas?,Células musculares cardíacas modificadas de conducción.
Capítulo 11,Fibras de Purkinje,¿Qué tamaño tienen las fibras de Purkinje comparadas con cardiomiocitos comunes?,Son más grandes.
Capítulo 11,Fibras de Purkinje,¿Dónde se localizan sus miofibrillas en fibras de Purkinje?,Principalmente en la periferia.
Capítulo 11,Fibras de Purkinje,¿Por qué el citoplasma central de fibras de Purkinje se tiñe poco?,Por abundante glucógeno.
Capítulo 11,Fibras de Purkinje,¿Qué reserva energética abunda en fibras de Purkinje?,Glucógeno.
Capítulo 11,Fibras de Purkinje,¿Qué estructura suelen carecer muchas fibras de Purkinje?,Túbulos T.
Capítulo 11,Fibras de Purkinje,¿Qué determina la presencia ocasional de túbulos T en fibras de Purkinje?,El tamaño del corazón.
Capítulo 11,Fibras de Purkinje,¿Qué función eléctrica tienen las fibras de Purkinje?,Conducen impulsos rápidamente por el miocardio.
Capítulo 11,Fibras de Purkinje,¿Qué diferencia histológica ayuda a identificar fibras de Purkinje?,"Células grandes, pálidas, con miofibrillas periféricas."
Capítulo 11,Fibras de Purkinje,¿Dónde se ubican muchas fibras de Purkinje?,En región subendocárdica.
Capítulo 11,Fibras de Purkinje,¿Qué fibra cardíaca puede confundirse por su nombre con neuronas cerebelosas?,Fibra de Purkinje cardíaca.
Capítulo 11,Fibras de Purkinje,¿Cuál es la frecuencia intrínseca más baja del sistema de conducción cardíaco?,La de las fibras de Purkinje.
Capítulo 11,Fibras de Purkinje,¿Qué ocurre si se bloquea la conducción hacia ventrículos?,Los ventrículos pueden latir por despolarización de fibras de Purkinje.
Capítulo 11,Nodo SA y nodo AV,¿Qué células nodales tienen función de marcapasos intrínseca?,Células P.
Capítulo 11,Nodo SA y nodo AV,¿Qué células nodales propagan impulsos hacia la aurícula derecha?,Células T.
Capítulo 11,Nodo SA y nodo AV,¿Qué son las células P?,Células marcapasos nodales.
Capítulo 11,Nodo SA y nodo AV,¿Qué son las células T nodales?,Células transicionales que propagan impulsos.
Capítulo 11,Nodo SA y nodo AV,¿Qué enfermedad del nodo SA puede requerir marcapasos electrónico?,Síndrome del seno enfermo.
Capítulo 11,Nodo SA y nodo AV,¿Qué causa el síndrome del seno enfermo?,Degeneración de miocitos nodales del nodo SA.
Capítulo 11,Nodo SA y nodo AV,¿Qué alteración del ritmo produce síndrome del seno enfermo?,Bradiarritmia.
Capítulo 11,Lesión cardíaca,¿Cuál es una causa frecuente de muerte necrótica de cardiomiocitos?,Infarto de miocardio.
Capítulo 11,Lesión cardíaca,¿Qué tipo de lesión celular produce el infarto de miocardio en cardiomiocitos?,Necrosis.
Capítulo 11,Lesión cardíaca,¿Qué capacidad regenerativa tiene el músculo cardíaco adulto?,Muy limitada.
Capítulo 11,Lesión cardíaca,¿Cómo se reparan usualmente lesiones necróticas del músculo cardíaco?,Con tejido conjuntivo cicatricial.
Capítulo 11,Lesión cardíaca,¿Qué tejido reemplaza cardiomiocitos muertos tras infarto?,Tejido conjuntivo fibroso.
Capítulo 11,Lesión cardíaca,¿Por qué una cicatriz cardíaca no recupera contracción normal?,Porque el tejido conjuntivo no es contráctil.
Capítulo 11,Lesión cardíaca,¿Qué célula produce matriz en la cicatriz cardíaca?,Fibroblasto.
Capítulo 11,Lesión cardíaca,¿Qué consecuencia funcional tiene una cicatriz miocárdica extensa?,Disminución de la función contráctil.
Capítulo 11,Lesión cardíaca,¿Qué células cardíacas adultas tienen escasa capacidad de división?,Cardiomiocitos.
Capítulo 11,Comparación cardíaco-esquelético,¿Qué músculo tiene discos intercalares?,Músculo cardíaco.
Capítulo 11,Comparación cardíaco-esquelético,¿Qué músculo tiene tríadas?,Músculo esquelético.
Capítulo 11,Comparación cardíaco-esquelético,¿Qué músculo tiene díadas?,Músculo cardíaco.
Capítulo 11,Comparación cardíaco-esquelético,¿Qué músculo tiene túbulos T en la unión A-I?,Músculo esquelético.
Capítulo 11,Comparación cardíaco-esquelético,¿Qué músculo tiene túbulos T en la línea Z?,Músculo cardíaco.
Capítulo 11,Comparación cardíaco-esquelético,¿Qué músculo tiene un túbulo T por sarcómero?,Músculo cardíaco.
Capítulo 11,Comparación cardíaco-esquelético,¿Qué músculo tiene dos túbulos T por sarcómero?,Músculo esquelético.
Capítulo 11,Comparación cardíaco-esquelético,¿Qué músculo tiene núcleos periféricos múltiples?,Músculo esquelético.
Capítulo 11,Comparación cardíaco-esquelético,¿Qué músculo tiene núcleo central único o doble?,Músculo cardíaco.
Capítulo 11,Comparación cardíaco-esquelético,¿Qué músculo forma fibras por fusión de mioblastos?,Músculo esquelético.
Capítulo 11,Comparación cardíaco-esquelético,¿Qué músculo forma fibras por unión extremo con extremo de células separadas?,Músculo cardíaco.
Capítulo 11,Comparación cardíaco-esquelético,¿Qué músculo depende de entrada extracelular de Ca2+ para iniciar contracción?,Músculo cardíaco.
Capítulo 11,Comparación cardíaco-esquelético,¿Qué músculo puede contraerse de manera rítmica espontánea?,Músculo cardíaco.
Capítulo 11,Comparación cardíaco-esquelético,¿Qué músculo se repara principalmente por cicatriz tras necrosis?,Músculo cardíaco.
Capítulo 11,Identificación histológica,¿Qué tejido muscular tiene células estriadas ramificadas con núcleo central?,Músculo cardíaco.
Capítulo 11,Identificación histológica,¿Qué estructura oscura transversal identifica músculo cardíaco?,Disco intercalar.
Capítulo 11,Identificación histológica,¿Qué músculo tiene fibras ramificadas unidas por discos intercalares?,Músculo cardíaco.
Capítulo 11,Identificación histológica,¿Qué célula cardíaca grande y pálida tiene miofibrillas periféricas?,Fibra de Purkinje.
Capítulo 11,Identificación histológica,¿Qué tejido tiene endomisio con red capilar abundante entre fibras?,Músculo cardíaco.
Capítulo 11,Identificación histológica,¿Qué músculo estriado tiene núcleos centrales y discos intercalares?,Músculo cardíaco.
Capítulo 11,Músculo liso,¿Qué tipo de músculo no tiene estriaciones transversales?,Músculo liso.
Capítulo 11,Músculo liso,¿Dónde se encuentra el músculo liso?,"Vísceras, vasos sanguíneos, músculos erectores del pelo e iris."
Capítulo 11,Músculo liso,¿Qué órganos huecos contienen músculo liso en sus paredes?,"Vasos sanguíneos, tubo digestivo, vías respiratorias y sistema genitourinario."
Capítulo 11,Músculo liso,¿Qué componente cutáneo contiene músculo liso?,Músculo erector del pelo.
Capítulo 11,Músculo liso,¿Qué componente ocular contiene músculo liso?,Iris.
Capítulo 11,Músculo liso,¿Qué forma tienen las células musculares lisas?,Fusiforme.
Capítulo 11,Músculo liso,¿Cómo son los extremos de una célula muscular lisa?,Estrechos o afinados.
Capítulo 11,Músculo liso,¿Qué longitud pueden tener las células musculares lisas en vasos pequeños?,Alrededor de 20 µm.
Capítulo 11,Músculo liso,¿Qué longitud pueden tener las células musculares lisas en pared intestinal?,Alrededor de 200 µm.
Capítulo 11,Músculo liso,¿Qué longitud pueden alcanzar células musculares lisas uterinas durante gestación?,Hasta 500 µm.
Capítulo 11,Músculo liso,¿Cuántos núcleos tiene una célula muscular lisa?,Uno.
Capítulo 11,Músculo liso,¿Dónde se localiza el núcleo de la célula muscular lisa?,En el centro de la célula.
Capítulo 11,Músculo liso,¿Qué forma tiene el núcleo de una célula muscular lisa no contraída?,Alargada con extremos romos.
Capítulo 11,Músculo liso,¿Qué forma puede adoptar el núcleo de músculo liso contraído?,Forma de tirabuzón u ondulada.
Capítulo 11,Músculo liso,¿Por qué el núcleo del músculo liso puede verse en tirabuzón?,Por contracción de la célula durante la fijación.
Capítulo 11,Músculo liso,¿Qué rasgo nuclear ayuda a distinguir músculo liso de fibroblastos?,Núcleo central alargado u ondulado en tirabuzón.
Capítulo 11,Músculo liso,¿Cómo se ve el núcleo de músculo liso en corte transversal?,Redondo o circular.
Capítulo 11,Músculo liso,¿Por qué algunas células musculares lisas en corte transversal parecen sin núcleo?,Porque el corte atraviesa un extremo celular sin núcleo.
Capítulo 11,Músculo liso,¿Cómo se tiñe el citoplasma del músculo liso en H&E?,De forma bastante uniforme.
Capítulo 11,Músculo liso,¿Por qué el músculo liso no muestra bandas visibles?,Porque sus filamentos no se organizan en sarcómeros.
Capítulo 11,Músculo liso,¿Qué rodea a cada célula muscular lisa?,Lámina externa.
Capítulo 11,Músculo liso,¿Qué interruppe localmente la lámina externa del músculo liso?,Uniones comunicantes.
Capítulo 11,Músculo liso,¿Qué uniones conectan células musculares lisas entre sí?,Uniones comunicantes.
Capítulo 11,Músculo liso,¿Qué función tienen las uniones comunicantes en músculo liso?,Permiten paso de iones y coordinación de la contracción.
Capítulo 11,Músculo liso,¿Qué permiten las uniones comunicantes en fascículos de músculo liso?,Contracción coordinada de toda la lámina o fascículo.
Capítulo 11,Músculo liso,¿Dónde se concentran la mayoría de orgánulos en células musculares lisas?,En los extremos del núcleo.
Capítulo 11,Músculo liso,¿Qué orgánulos se encuentran cerca de los polos nucleares del músculo liso?,"Mitocondrias, RER, ribosomas libres, glucógeno y Golgi pequeño."
Capítulo 11,Músculo liso,¿Qué estructura membranosa característica sustituye al sistema T en músculo liso?,Cavéolas.
Capítulo 11,Músculo liso,¿Las células musculares lisas tienen túbulos T?,No.
Capítulo 11,Cavéolas,¿Qué son las cavéolas del músculo liso?,Invaginaciones pequeñas del sarcolema.
Capítulo 11,Cavéolas,¿Qué función tienen las cavéolas en músculo liso?,Ayudan a entregar Ca2+ al sarcoplasma.
Capítulo 11,Cavéolas,¿Qué sistema membranoso no posee el músculo liso?,Sistema T.
Capítulo 11,Cavéolas,¿Qué estructuras del músculo liso se asocian con vesículas citoplasmáticas para regular Ca2+?,Cavéolas.
Capítulo 11,Aparato contráctil del músculo liso,¿Qué filamentos forman el aparato contráctil del músculo liso?,Filamentos delgados y gruesos.
Capítulo 11,Aparato contráctil del músculo liso,¿Qué proteína principal contienen los filamentos delgados del músculo liso?,Actina.
Capítulo 11,Aparato contráctil del músculo liso,¿Qué proteína principal contienen los filamentos gruesos del músculo liso?,Miosina II de músculo liso.
Capítulo 11,Aparato contráctil del músculo liso,¿Qué sigla se usa para miosina de músculo liso?,SMM.
Capítulo 11,Aparato contráctil del músculo liso,¿Qué proteínas reguladoras específicas tienen los filamentos delgados del músculo liso?,Caldesmona y calponina.
Capítulo 11,Aparato contráctil del músculo liso,¿Qué proteína reguladora de músculo estriado falta en músculo liso?,Troponina.
Capítulo 11,Aparato contráctil del músculo liso,¿Qué proteína del filamento delgado está presente en músculo liso sin troponina asociada?,Tropomiosina.
Capítulo 11,Aparato contráctil del músculo liso,¿Qué hacen caldesmona y calponina en reposo?,Bloquean el sitio de unión de miosina en actina.
Capítulo 11,Aparato contráctil del músculo liso,¿De qué depende la acción de caldesmona y calponina?,Ca2+ y fosforilación de miosina.
Capítulo 11,Cuerpos densos,¿Qué estructuras anclan filamentos delgados en músculo liso?,Cuerpos densos.
Capítulo 11,Cuerpos densos,¿Qué estructura del músculo estriado se parece funcionalmente a los cuerpos densos?,Línea Z.
Capítulo 11,Cuerpos densos,¿Qué proteína estructural abunda en cuerpos densos?,Actinina alfa.
Capítulo 11,Cuerpos densos,¿Qué se fija a los cuerpos densos en músculo liso?,Filamentos delgados e intermedios.
Capítulo 11,Cuerpos densos,¿Qué estructuras conectan el aparato contráctil con el sarcolema?,Densidades de adhesión.
Capítulo 11,Cuerpos densos,¿Qué función tienen los cuerpos densos?,Transmiten fuerza contráctil dentro de la célula.
Capítulo 11,Cuerpos densos,¿Qué función tienen las densidades de adhesión del sarcolema?,Transmiten fuerza hacia la superficie celular y células vecinas.
Capítulo 11,Filamentos intermedios del músculo liso,¿Qué filamentos intermedios tiene el músculo liso?,Desmina y vimentina.
Capítulo 11,Filamentos intermedios del músculo liso,¿Qué conectan desmina y vimentina en músculo liso?,"Cuerpos densos, citoesqueleto y sarcolema."
Capítulo 11,Filamentos intermedios del músculo liso,¿Qué función mecánica tienen desmina y vimentina en músculo liso?,Facilitan transmisión de fuerza durante la contracción.
Capítulo 11,Filamentos gruesos del músculo liso,¿Qué diferencia tienen los filamentos gruesos del músculo liso frente a los estriados?,"Son polares laterales, no bipolares."
Capítulo 11,Filamentos gruesos del músculo liso,¿Qué músculo tiene filamentos gruesos bipolares?,Músculo esquelético y cardíaco.
Capítulo 11,Filamentos gruesos del músculo liso,¿Qué músculo tiene filamentos gruesos polares laterales?,Músculo liso.
Capítulo 11,Filamentos gruesos del músculo liso,¿Los filamentos gruesos de músculo liso tienen zona desnuda central?,No.
Capítulo 11,Filamentos gruesos del músculo liso,¿Qué tienen los filamentos gruesos de músculo liso en lugar de zona desnuda central?,Extremos desnudos adelgazados asimétricos.
Capítulo 11,Filamentos gruesos del músculo liso,¿Qué ventaja funcional da la disposición polar lateral de SMM?,Maximiza la interacción entre filamentos delgados y gruesos.
Capítulo 11,Filamentos gruesos del músculo liso,¿Qué permite la disposición polar lateral durante contracción?,Arrastrar filamentos delgados a lo largo de casi todo el filamento grueso.
Capítulo 11,Contracción del músculo liso,¿Qué ion inicia la contracción del músculo liso?,Ca2+.
Capítulo 11,Contracción del músculo liso,¿Qué proteína fija Ca2+ en músculo liso?,Calmodulina.
Capítulo 11,Contracción del músculo liso,¿Qué proteína del músculo estriado se parece funcionalmente a la calmodulina?,Troponina C.
Capítulo 11,Contracción del músculo liso,¿Qué complejo activa la contracción en músculo liso?,Complejo Ca2+-calmodulina.
Capítulo 11,Contracción del músculo liso,¿Qué enzima activa el complejo Ca2+-calmodulina?,MLCK.
Capítulo 11,Contracción del músculo liso,¿Qué significa MLCK?,Cinasa de cadena ligera de miosina.
Capítulo 11,Contracción del músculo liso,¿Qué hace la MLCK activada?,Fosforila una cadena ligera reguladora de miosina.
Capítulo 11,Contracción del músculo liso,¿Qué permite la fosforilación de la cadena ligera de miosina?,Formación de enlaces cruzados con actina.
Capítulo 11,Contracción del músculo liso,¿Qué cambio conformacional ocurre en SMM al fosforilarse?,Pasa de plegada inactiva a desplegada activa.
Capítulo 11,Contracción del músculo liso,¿Qué se activa en la cabeza de miosina tras fosforilación?,Su sitio de fijación para actina.
Capítulo 11,Contracción del músculo liso,¿Qué hace la cabeza de miosina de músculo liso en presencia de ATP?,Se flexiona y produce contracción.
Capítulo 11,Contracción del músculo liso,¿Qué ocurre cuando la miosina de músculo liso se desfosforila?,Se disocia de la actina.
Capítulo 11,Contracción del músculo liso,¿Qué enzima desfosforila la cadena ligera de miosina?,Fosfatasa de cadena ligera de miosina.
Capítulo 11,Contracción del músculo liso,¿Qué efecto tiene la desfosforilación de miosina en músculo liso?,Favorece relajación.
Capítulo 11,Contracción del músculo liso,¿Por qué la contracción del músculo liso es más lenta que la estriada?,Porque la hidrólisis de ATP ocurre más lentamente.
Capítulo 11,Contracción del músculo liso,¿Por qué el músculo liso puede contraerse por períodos prolongados?,Porque consume ATP más lentamente.
Capítulo 11,Contracción del músculo liso,¿Qué ventaja funcional tiene la contracción lenta del músculo liso?,Mantener tono con bajo gasto energético.
Capítulo 11,Contracción del músculo liso,¿Qué sucede con la célula muscular lisa durante contracción?,Se acorta y adopta forma más globular.
Capítulo 11,Contracción del músculo liso,¿Qué ocurre con el núcleo durante contracción del músculo liso?,Se enrolla o se ondula.
Capítulo 11,Estimulación del músculo liso,¿Qué tipos de estímulos pueden desencadenar contracción del músculo liso?,"Mecánicos, eléctricos y químicos."
Capítulo 11,Estimulación del músculo liso,¿Qué estímulo mecánico puede activar músculo liso?,Estiramiento pasivo.
Capítulo 11,Estimulación del músculo liso,¿Qué canales activa el estiramiento pasivo en músculo liso?,Canales iónicos mecanosensibles.
Capítulo 11,Estimulación del músculo liso,¿Qué es el reflejo miógeno?,Contracción espontánea del músculo liso por estiramiento.
Capítulo 11,Estimulación del músculo liso,¿Qué estímulo eléctrico puede iniciar contracción de músculo liso?,Despolarización de membrana.
Capítulo 11,Estimulación del músculo liso,¿Qué canales se abren por despolarización en músculo liso?,Canales de Ca2+ sensibles a voltaje.
Capítulo 11,Estimulación del músculo liso,¿Qué neurotransmisores pueden estimular músculo liso?,Acetilcolina y noradrenalina.
Capítulo 11,Estimulación del músculo liso,¿Qué tipo de estímulos químicos pueden activar músculo liso sin potencial de acción?,Agonistas que actúan por segundos mensajeros.
Capítulo 11,Estimulación del músculo liso,¿Qué ejemplos de estímulos químicos activan músculo liso?,"Angiotensina II, vasopresina y tromboxano A2."
Capítulo 11,Estimulación del músculo liso,¿Qué vías de segundo mensajero se usan en músculo liso?,"IP3, vías acopladas a proteína G y NO-GMPc."
Capítulo 11,Estimulación del músculo liso,¿Qué significa IP3?,"Inositol 1,4,5-trifosfato."
Capítulo 11,Estimulación del músculo liso,¿Qué vía de segundo mensajero puede mediar relajación del músculo liso?,NO-GMPc.
Capítulo 11,Estimulación del músculo liso,¿Qué fuente intracelular libera Ca2+ en músculo liso?,Retículo endoplasmático liso.
Capítulo 11,Estimulación del músculo liso,¿Qué segundo mensajero puede inducir liberación de Ca2+ desde REL?,IP3.
Capítulo 11,Estimulación del músculo liso,¿Por qué la entrada de Ca2+ extracelular puede no ser suficiente para contraer músculo liso?,Porque también suele requerir liberación de Ca2+ desde REL.
Capítulo 11,Estimulación del músculo liso,¿Qué ocurre después de liberar Ca2+ desde REL en músculo liso?,Ca2+ se une a calmodulina y activa MLCK.
Capítulo 11,Relajación del músculo liso,¿Qué causa la relajación del músculo liso?,Disminución de Ca2+ intracelular y desfosforilación de miosina.
Capítulo 11,Relajación del músculo liso,¿Qué elimina Ca2+ del sarcoplasma en músculo liso?,Bombas de Ca2+ dependientes de ATP.
Capítulo 11,Relajación del músculo liso,¿Qué vía endotelial relaja músculo liso vascular?,NO-GMPc.
